2008-06-01 19:00,26,23,76,1012,10,S,14.8,Overcast
2008-06-02 07:00,25,22,85,1013,7,SSE,11.1,ScatteredClouds
2008-06-02 13:00,29,24,70,1014,20,SSE,11.1,ScatteredClouds
2008-06-02 19:00,26,23,80,1012,10,SE,22.2,PartlyCloudy
2008-06-03 07:00,25,23,88,1013,15,SE,11.1,Overcast
2008-06-03 13:00,29,22,60,1014,10,SE,29.6,PartlyCloudy
2008-06-03 19:00,25,20,65,1012,15,SE,29.6,PartlyCloudy
2008-06-04 07:00,24,20,72,1012,15,SE,22.2,PartlyCloudy
2008-06-04 13:00,28,21,55,1013,25,SE,18.5,ScatteredClouds
2008-06-04 19:00,25,22,81,1012,20,SE,7.4,MostlyCloudy
2008-06-05 07:00,25,22,79,1013,5,SE,18.5,MostlyCloudy
2008-06-05 13:00,27,24,77,1014,15,SE,11.1,Overcast
2008-06-05 19:00,25,22,73,1011,15,SE,22.2,ScatteredClouds
2008-06-06 07:00,25,24,93,1013,10,SE,11.1,Overcast
2008-06-06 13:00,28,23,64,1012,20,SE,22.2,MostlyCloudy
2008-06-06 19:00,26,22,76,1011,15,SE,18.5,Haze
2008-06-07 07:00,25,22,82,1013,10,SE,14.8,Overcast
2008-06-07 13:00,24,22,87,1013,20,SE,29.6,MostlyCloudy
2008-06-07 19:00,26,22,77,1011,10,SE,25.9,Haze
2008-06-08 07:00,25,22,80,1012,10,SE,22.2,Haze
2008-06-08 13:00,29,23,62,1013,15,SE,29.6,PartlyCloudy
2008-06-08 19:00,25,22,74,1012,7,SE,22.2,Overcast
2008-06-09 07:00,24,22,94,1012,3.0,SE,25.9,Rain
2008-06-09 13:00,28,23,67,1013,7,SE,37.0,Overcast
2008-06-09 19:00,25,22,74,1012,15,SE,14.8,Haze
2008-06-10 07:00,24,22,80,1013,15,SE,11.1,MostlyCloudy
2008-06-10 13:00,27,22,67,1013,15,SE,14.8,Haze
2008-06-10 19:00,25,22,77,1010,10,SE,14.8,Overcast
2008-06-11 07:00,24,22,88,1013,10,SE,7.4,Haze
2008-06-11 13:00,29,22,61,1012,15,ESE,22.2,Haze
2008-06-11 19:00,25,22,79,1010,7,ESE,11.1,PartlyCloudy
2008-06-12 07:00,24,22,89,1012,1.0,SE,14.8,Rain
2008-06-12 13:00,28,23,68,1011,10,SE,37.0,ScatteredClouds
2008-06-12 19:00,25,19,63,1011,15,SE,18.5,ScatteredClouds
2008-06-13 07:00,25,21,75,1012,15,SSE,14.8,Overcast
2008-06-13 13:00,27,21,65,1013,25,SE,25.9,PartlyCloudy
2008-06-13 19:00,25,19,63,1012,20,SSE,11.1,ScatteredClouds
2008-06-14 07:00,24,19,70,1012,15,SSE,11.1,PartlyCloudy
2008-06-14 13:00,27,21,62,1013,25,SSE,18.5,Overcast
2008-06-14 19:00,25,19,63,1011,25,SE,14.8,ScatteredClouds
2008-06-15 07:00,23,20,81,1012,15,SE,7.4,ScatteredClouds
2008-06-15 13:00,28,20,52,1012,30,SSE,25.9,ScatteredClouds
2008-06-15 19:00,25,20,67,1012,20,ESE,7.4,ScatteredClouds
2008-06-16 07:00,22,19,78,1012,15,SE,7.4,PartlyCloudy
2008-06-16 13:00,28,20,54,1013,30,SSE,14.8,MostlyCloudy
2008-06-16 19:00,25,22,76,1012,10,S,7.4,ScatteredClouds
2008-06-17 07:00,24,22,80,1013,7,S,3.7,Overcast
2008-06-17 13:00,28,22,63,1014,15,S,7.4,PartlyCloudy
2008-06-17 19:00,25,21,77,1011,3.0,SSE,7.4,Rain
2008-06-18 07:00,24,22,84,1012,7,SSE,7.4,Overcast
2008-06-18 13:00,27,23,71,1012,10,SSE,18.5,Overcast
2008-06-18 19:00,25,21,72,1011,10,S,18.5,ScatteredClouds
2008-06-19 07:00,24,21,81,1012,4.0,S,18.5,Overcast
2008-06-19 13:00,26,22,73,1013,4.0,S,14.8,Overcast
2008-06-19 19:00,25,20,70,1012,7,S,11.1,Overcast
2008-06-20 07:00,23,21,81,1012,7,S,18.5,ScatteredClouds
2008-06-20 13:00,29,19,47,1013,20,S,14.8,MostlyCloudy
2008-06-20 19:00,26,21,67,1012,7,S,11.1,MostlyCloudy
2008-06-21 13:00,27,22,65,1013,20,SSE,11.1,ScatteredClouds
2008-06-21 19:00,25,22,81,1012,4.0,S,11.1,Overcast
2008-06-22 07:00,21,21,97,1012,7,S,11.1,MostlyCloudy
2008-06-22 13:00,26,23,82,1013,6,S,3.7,Overcast
2008-06-23 07:00,25,21,75,1011,7,S,7.4,PartlyCloudy
2008-06-23 13:00,28,22,63,1012,20,S,14.8,MostlyCloudy
2008-06-23 19:00,25,22,72,1012,15,SE,22.2,Overcast
2008-06-24 07:00,24,22,82,1013,10,S,7.4,Overcast
2008-06-24 13:00,27,22,70,1014,15,SE,14.8,Overcast
2008-06-24 19:00,24,22,85,1012,0.6,SE,11.1,Overcast
2008-06-25 07:00,23,22,96,1013,5,SE,7.4,Rain
2008-06-25 13:00,25,24,86,1014,7,SE,18.5,Rain
2008-06-26 07:00,24,22,81,1012,15,SE,14.8,Overcast
2008-06-26 13:00,27,22,68,1012,15,SE,18.5,MostlyCloudy
2008-06-27 07:00,24,21,82,1011,15,SE,11.1,Overcast
2008-06-27 13:00,25,22,74,1013,7,SE,22.2,Overcast
2008-06-28 07:00,24,21,82,1011,15,SE,11.1,Overcast
2008-06-28 13:00,25,22,74,1013,7,SE,22.2,Overcast
2008-06-29 19:00,25,20,65,1012,25,S,11.1,ScatteredClouds
2008-06-30 07:00,24,20,73,1014,20,S,7.4,MostlyCloudy
2008-06-30 13:00,28,22,65,1015,25,SE,11.1,MostlyCloudy
2008-06-30 19:00,25,21,73,1012,15,SE,7.4,ScatteredClouds
2008-07-01 07:00,22,20,86,1013,15,ESE,3.7,ScatteredClouds
2008-07-01 13:00,28,21,60,1014,30,SE,22.2,ScatteredClouds
2008-07-01 19:00,25,21,74,1013,15,ESE,11.1,MostlyCloudy
2008-07-02 07:00,22,21,88,1013,15,ESE,3.7,MostlyCloudy
2008-07-02 13:00,28,22,58,1014,30,SE,14.8,ScatteredClouds
2008-07-02 19:00,25,21,77,1014,15,SE,18.5,ScatteredClouds
2008-07-03 07:00,24,22,92,1015,7,SE,18.5,Rain
2008-07-03 13:00,26,22,70,1016,10,SE,14.8,Overcast
2008-07-03 19:00,24,20,68,1013,15,ESE,11.1,ScatteredClouds
2008-07-04 07:00,23,20,81,1014,15,SE,14.8,ScatteredClouds
2008-07-04 13:00,27,20,59,1016,20,SE,18.5,MostlyCloudy
2008-07-04 19:00,24,19,66,1013,15,SE,11.1,PartlyCloudy
2008-07-05 07:00,23,19,72,1014,15,ESE,11.1,Overcast
2008-07-05 13:00,26,21,62,1015,20,SE,18.5,Overcast
2008-07-05 19:00,24,20,69,1013,15,SE,14.8,MostlyCloudy
2008-07-06 07:00,22,20,83,1013,15,ESE,11.1,ScatteredClouds
2008-07-06 13:00,27,20,57,1015,25,ESE,18.5,ScatteredClouds
2008-07-06 19:00,24,20,73,1013,15,SE,18.5,Overcast
2008-07-07 07:00,23,20,82,1014,15,ESE,14.8,Overcast
2008-07-07 13:00,25,22,76,1015,4.0,ESE,22.2,Overcast
2008-07-07 19:00,24,20,72,1012,7,SSE,11.1,Overcast
2008-07-08 07:00,23,20,78,1013,7,S,11.1,PartlyCloudy
2008-07-08 13:00,27,20,57,1013,20,SSE,18.5,ScatteredClouds
2008-07-08 19:00,23,21,81,1012,7,S,11.1,Overcast
2008-07-09 07:00,22,21,88,1012,4.0,S,7.4,Overcast
2008-07-09 13:00,26,21,69,1014,7,SSE,11.1,Overcast
2008-07-09 19:00,24,21,75,1013,7,SSE,7.4,MostlyCloudy
2008-07-10 07:00,23,23,96,1013,7,SSE,7.4,Overcast
2008-07-10 13:00,27,20,56,1014,15,SSE,11.1,MostlyCloudy
2008-07-10 19:00,25,20,70,1014,7,S,11.1,Overcast
2008-07-11 07:00,22,21,96,1014,7,SSE,11.1,Overcast
2008-07-11 13:00,27,20,58,1016,10,SSE,14.8,ScatteredClouds
2008-07-11 19:00,24,21,79,1014,7,SSE,14.8,ScatteredClouds
2008-07-12 13:00,27,22,65,1016,20,SSE,18.5,ScatteredClouds
2008-07-12 19:00,24,21,76,1012,7,SSE,11.1,Overcast
2008-07-13 07:00,22,21,88,1014,7,SSE,7.4,ScatteredClouds
2008-07-13 13:00,27,22,64,1015,20,SSE,14.8,Overcast
2008-07-13 19:00,24,19,66,1013,7,SSE,11.1,Overcast
2008-07-14 07:00,22,21,88,1013,7,SSE,3.7,Overcast
2008-07-14 13:00,27,20,60,1014,15,SSE,11.1,Overcast
2008-07-14 19:00,24,20,67,1013,20,SE,11.1,PartlyCloudy
2008-07-15 07:00,23,20,82,1013,15,SE,14.8,MostlyCloudy
2008-07-15 13:00,28,19,49,1014,30,SE,29.6,MostlyCloudy
2008-07-15 19:00,24,19,69,1014,20,SE,11.1,ScatteredClouds
2008-07-16 07:00,23,19,75,1015,15,SE,18.5,MostlyCloudy
2008-07-16 13:00,26,20,61,1015,25,SE,22.2,Overcast
2008-07-16 19:00,24,19,65,1013,20,SE,18.5,ScatteredClouds
2008-07-17 07:00,22,19,77,1014,15,SE,7.4,ScatteredClouds
2008-07-17 13:00,28,20,54,1015,25,SE,25.9,PartlyCloudy
2008-07-17 19:00,24,20,75,1012,15,SE,11.1,Overcast
2008-07-18 07:00,23,21,84,1013,15,SE,7.4,PartlyCloudy
2008-07-18 13:00,27,22,69,1014,20,SE,29.6,MostlyCloudy
2008-07-18 19:00,24,19,68,1011,20,SE,18.5,ScatteredClouds
2008-07-19 07:00,21,19,85,1012,15,SE,3.7,PartlyCloudy
2008-07-19 13:00,28,20,55,1013,20,S,11.1,MostlyCloudy
2008-07-19 19:00,25,20,67,1012,20,SE,7.4,MostlyCloudy
2008-07-20 07:00,22,18,72,1012,15,SE,7.4,Overcast
2008-07-20 13:00,27,21,62,1014,25,S,22.2,MostlyCloudy
2008-07-20 19:00,24,21,76,1012,10,SE,22.2,Overcast
2008-07-21 07:00,22,21,90,1013,5,SE,7.4,Rain
2008-07-21 13:00,27,22,68,1013,10,SE,14.8,MostlyCloudy
2008-07-21 19:00,23,22,92,1012,2.0,SSE,18.5,Rain
2008-07-22 07:00,24,21,85,1012,7,SSE,18.5,Overcast
2008-07-22 13:00,27,22,67,1013,10,SE,18.5,MostlyCloudy
2008-07-22 19:00,24,19,67,1011,15,SE,11.1,ScatteredClouds
2008-07-23 07:00,23,19,76,1013,15,S,14.8,Overcast
2008-07-23 13:00,27,20,55,1013,20,SE,22.2,ScatteredClouds
2008-07-23 19:00,23,21,81,1012,10,ESE,14.8,PartlyCloudy
2008-07-24 07:00,22,19,76,1013,15,SE,7.4,ScatteredClouds
2008-07-24 13:00,27,21,63,1013,25,ESE,22.2,PartlyCloudy
2008-07-24 19:00,24,21,79,1012,15,SE,14.8,ScatteredClouds
2008-07-25 07:00,23,21,86,1013,7,ESE,14.8,Overcast
2008-07-25 13:00,26,21,69,1014,7,SE,25.9,Overcast
2008-07-25 19:00,23,21,86,1012,10,SE,11.1,MostlyCloudy
2008-07-26 07:00,23,21,84,1012,15,ESE,11.1,MostlyCloudy
2008-07-26 13:00,26,21,71,1013,20,SSE,14.8,MostlyCloudy
2008-07-26 19:00,24,20,75,1012,15,ESE,11.1,PartlyCloudy
2008-07-27 07:00,23,21,84,1013,7,SE,18.5,Overcast
2008-07-27 13:00,26,22,70,1014,20,SE,14.8,MostlyCloudy
2008-07-27 19:00,24,20,74,1013,15,SE,22.2,MostlyCloudy
2008-07-28 07:00,22,20,83,1013,15,ESE,3.7,PartlyCloudy
2008-07-28 13:00,25,21,73,1015,15,SE,25.9,Overcast
2008-07-28 19:00,23,20,78,1013,7,SSE,7.4,PartlyCloudy
2008-07-29 07:00,21,20,87,1014,7,SSE,11.1,Overcast
2008-07-29 13:00,26,21,67,1015,7,S,11.1,Rain
2008-07-29 19:00,23,20,79,1013,7,S,11.1,Overcast
2008-07-30 07:00,21,20,92,1014,7,SSE,3.7,Rain
2008-07-30 13:00,26,21,69,1014,15,SSE,7.4,MostlyCloudy
2008-07-30 19:00,22,21,89,1012,7,S,11.1,Overcast
2008-07-31 07:00,22,21,93,1013,4.0,SSE,14.8,Rain
2008-07-31 19:00,23,20,76,1012,7,SSE,11.1,Overcast
2008-08-01 07:00,20,20,96,1012,4.0,S,7.4,Rain
2008-08-01 13:00,25,20,72,1014,4.0,SSE,14.8,Overcast
2008-08-01 19:00,23,22,91,1011,7,S,7.4,MostlyCloudy
2008-08-02 07:00,21,20,92,1012,7,S,7.4,Overcast
2008-08-02 13:00,24,20,69,1014,10,SSE,11.1,Overcast
2008-08-02 19:00,23,20,82,1011,7,SSE,11.1,Overcast
2008-08-03 07:00,21,20,87,1012,5,SSE,7.4,Overcast
2008-08-03 13:00,24,21,75,1013,4.0,SSE,11.1,Overcast
2008-08-03 19:00,24,20,75,1011,7,S,7.4,Overcast
2008-08-04 07:00,22,21,92,1011,7,SSE,11.1,MostlyCloudy
2008-08-04 13:00,26,21,69,1013,15,S,14.8,MostlyCloudy
2008-08-04 19:00,24,21,80,1010,15,SE,14.8,MostlyCloudy
2008-08-05 07:00,21,20,89,1011,4.0,SE,14.8,MostlyCloudy
2008-08-05 13:00,26,21,65,1013,7,SSE,18.5,MostlyCloudy
2008-08-05 19:00,23,20,78,1011,15,ESE,11.1,ScatteredClouds
2008-08-06 07:00,21,21,92,1012,4.0,SSE,11.1,Rain
2008-08-06 13:00,27,22,64,1013,15,S,18.5,MostlyCloudy
2008-08-06 19:00,24,20,79,1010,15,SSE,7.4,Overcast
2008-08-07 07:00,22,20,84,1012,10,SE,7.4,PartlyCloudy
2008-08-07 13:00,26,22,69,1012,4.0,S,18.5,MostlyCloudy
2008-08-07 19:00,23,20,76,1011,20,SSE,11.1,ScatteredClouds
2008-08-08 07:00,22,21,95,1012,7,SSE,11.1,Overcast
2008-08-08 13:00,24,21,81,1013,15,S,18.5,Rain
2008-08-08 19:00,24,20,71,1013,20,SE,7.4,MostlyCloudy
2008-08-09 07:00,22,20,83,1013,15,SSE,11.1,ScatteredClouds
2008-08-09 13:00,27,21,62,1014,25,SE,18.5,Overcast
2008-08-09 19:00,24,21,81,1013,15,SE,18.5,MostlyCloudy
2008-08-10 07:00,23,19,74,1014,15,SE,14.8,Overcast
2008-08-10 13:00,26,21,62,1015,25,ESE,14.8,Overcast
2008-08-10 19:00,24,21,77,1013,20,SE,11.1,PartlyCloudy
2008-08-11 07:00,22,21,90,1014,10,SE,11.1,Overcast
2008-08-11 13:00,27,22,64,1015,25,SE,18.5,ScatteredClouds
2008-08-11 19:00,24,20,73,1011,7,S,7.4,ScatteredClouds
2008-08-12 07:00,22,20,85,1013,7,S,14.8,ScatteredClouds
2008-08-12 13:00,28,20,53,1014,20,S,14.8,MostlyCloudy
2008-08-12 19:00,24,20,73,1012,7,SSE,7.4,Overcast
2008-08-13 07:00,22,20,80,1013,7,SSE,11.1,Overcast
2008-08-13 13:00,27,20,58,1014,20,S,11.1,ScatteredClouds
2008-08-13 19:00,26,21,72,1013,20,S,7.4,PartlyCloudy
2008-08-14 07:00,22,21,94,1013,7,SSE,11.1,Overcast
2008-08-14 13:00,28,23,67,1014,7,SSE,14.8,MostlyCloudy
2008-08-14 19:00,26,20,67,1014,7,S,11.1,PartlyCloudy
2008-08-15 07:00,23,22,87,1014,5,SSE,7.4,Overcast
2008-08-15 13:00,26,22,78,1016,4.0,SSE,14.8,Rain
2008-08-15 19:00,24,21,81,1013,7,S,11.1,PartlyCloudy
2008-08-16 07:00,23,21,85,1015,7,SSE,7.4,ScatteredClouds
2008-08-16 13:00,26,21,69,1016,20,S,18.5,PartlyCloudy
2008-08-17 07:00,22,20,82,1013,7,SSE,14.8,ScatteredClouds
2008-08-17 13:00,26,21,64,1014,20,S,14.8,ScatteredClouds
